10,27,2
10,243,4
22,40,2
22,156,3
27,106,2
40,41,3
41,180,3
42,180,3
42,281,3
44,203,2
44,237,2
70,171,2
70,289,2
93,247,2
93,282,1
106,277,3
141,282,2
141,289,2
143,203,2
143,274,4
156,227,2
171,274,4
227,271,1
241,281,3
243,247,1
271,277,2
