12,155,2
12,244,2
15,90,2
15,172,2
23,155,3
23,163,2
27,161,1
27,188,1
36,157,3
36,293,3
47,125,1
47,244,2
50,102,2
50,211,2
67,157,2
67,249,3
71,278,3
75,178,2
75,288,3
87,249,2
90,108,2
97,172,3
97,207,2
102,108,3
104,174,2
104,192,2
111,178,3
111,192,2
125,252,2
126,183,2
126,221,1
148,161,3
148,204,1
152,153,3
152,241,2
153,224,2
153,268,2
163,241,4
174,233,3
178,278,2
183,204,2
188,252,2
207,268,2
211,293,3
216,233,1
216,286,3
221,288,3
224,235,2
235,293,2
