291,341,1
301,347,2
302,313,1
303,429,2
305,344,3
305,364,2
306,309,1
309,308,3
310,425,2
311,390,2
312,306,1
313,444,1
327,438,2
331,431,3
335,355,2
341,389,2
342,351,2
342,381,2
347,379,2
351,331,2
355,301,2
364,312,3
379,393,1
381,406,2
384,335,3
389,392,1
390,391,3
391,310,2
392,399,2
399,311,1
403,327,2
406,302,3
406,384,4
425,303,1
429,431,1
431,403,2
437,342,2
438,437,3
444,305,2
