10,162,1
10,208,2
48,86,1
48,193,2
81,162,2
81,189,3
83,147,3
86,271,2
112,240,2
112,290,2
113,139,2
136,202,3
136,290,3
139,231,2
142,158,2
142,202,2
147,271,1
158,270,1
182,231,2
182,273,2
188,193,2
188,208,2
189,270,2
240,273,3
