112,290,2
113,139,3
136,202,2
139,231,2
182,273,2
202,378,2
231,182,2
240,112,3
273,240,3
290,136,3
321,326,3
326,365,3
365,367,1
367,113,3
378,414,2
414,88,5
435,321,2
436,435,4
