27,252,2
41,62,4
62,445,4
71,300,2
91,155,3
116,117,1
155,287,2
189,27,3
241,388,2
252,91,3
287,41,4
287,241,6
300,189,1
314,408,6
319,412,4
328,404,4
349,387,3
352,362,3
353,328,2
361,440,2
362,314,4
366,116,6
366,416,3
372,407,3
374,439,2
380,374,2
386,423,3
387,372,2
388,349,2
401,427,6
404,352,3
407,353,2
412,380,4
416,361,3
423,319,3
427,386,7
439,366,5
440,71,3
445,298,6
